"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Valguma dabas gleznu taka"	"valguma-dabas-gleznu-taka"	"taka"	"parbaudits"	"56.99007"	"23.31532"	"Trīs kilometru garā taka ved gar Slocenes upi un Valguma ezeru."	"This three kilometer walk brings you through a foresty area near the Valguma lake and the Slocene river. Starts inside a hotel complex, but access is free."	"3"	"2014-11-23"	"<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-01.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-02.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-03.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-04.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-05.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-06.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-08.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-09.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-10.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-11.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-12.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-13.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-14.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-15.jpg"" width=""1012"" height=""1528"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-16.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-17.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-18.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-19.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-20.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-21.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-22.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-23.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-24.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-25.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-26.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-27.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-28.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-29.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-30.jpg"" width=""1012"" height=""759"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-31.jpg"" width=""1012"" height=""759"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-32.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-33.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-34.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-35.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-36.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-37.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Valguma dabas gleznu taka"" src=""/img/large/dabas-gleznu-taka-38.jpg"" width=""1012"" height=""675"" /><br />"	"<p>Netālu no Tukuma atrodams Valguma ezers, pie kura ir vairākas pastaigu takas, velo mar&scaron;ruts un arī labs restorāns.</p>

<p>Ļoti skaists mar&scaron;ruts gar Valguma ezeru, pa mežu, vēlāk gar Slocenes upi. Dažas reizes jā&scaron;ķērso nelieli tiltiņi vai jāuzkāpj pa trepēm, taču pārsvarā taka nav parāk sarežģīta un pa sniegu pat lielu daļu ceļa iespējams vilkt ragaviņas.</p>

<p>Lai nokļūtu takā, iebrauciet Valguma pasaules teritorijā un norādītajā vietā atstājiet automa&scaron;īnu. Dabas gleznu takas apmeklējums ir bez maksas, taču lūgums apjautāties, vai par stāvvietu nav jāsamaksā (tas, &scaron;ķiet, atkarīgs no sezonas).</p>

<p>Takas sākums atrodas pa kreisi no ieejas restorānā - pa trepītēm lejā uz ezera pusi.</p>"		"http://dodies.lv/img/image/takas/dabas-gleznu-taka.jpg"	"http://dodies.lv/img/image/takas/dabas-gleznu-taka-600x400.jpg"
"Vasenieku purva taka"	"vasenieku-purva-taka"	"taka"	"parbaudits"	"57.35642"	"22.15384"	"Vasenieku purvā 4km purva laipa ar torni, jaukiem tiltiņiem"	"The 4km trail made of wooden planks gives wonderful views of the Vasenieki mire. There is a picnic place in the beginnng and a birdwatching tower along the way."	"4"	"2013-09-03"	"<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-01.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-02.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-03.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-04.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-05.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-06.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-07.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-08.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-09.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-10.jpg"" width=""1012"" /><br />
<img alt=""Vasenieku dabas taka"" height=""568"" src=""/img/large/vasenieku-taka-11.jpg"" width=""1012"" />"	"<p>Vasenieku purva laipas un skatu tornis</p>

<p>Četrus kilometrus garā pastaiga pa purvu, ļaus apskatīt tipisku purva vidi no diviem skatpunktiem - mar&scaron;ruts daļēji ved pa koka laipām cauri dabiskajam purvam, bet mar&scaron;ruta otrajā daļā vienkār&scaron;s meža celiņ&scaron; ved caur t.s. degradētajam purvam, kur kādreiz izveidoti novadgrāvji lai sagatavotu purvu kūdras izstrādei. Pa ceļam arī skatu tornis.</p>"		"http://dodies.lv/img/image/takas/vasenieku-taka.jpg"	"http://dodies.lv/img/image/takas/vasenieku-taka-600x337.jpg"
"Vecupes taka"	"vecupes-taka"	"pikniks"	"parbaudits"	"57.17787"	"23.22156"	"Īsa koka laipa līdz pludmalei, kur ierīkoti galdiņi, tualete. Ainaviska vieta. Klusa un mierīga vieta kur atpūsties pie jūras"	"A short path that leads to the beach, where you will find picnic tables, a toilet. A scenic place where you can enjoy a peaceful time near the sea."							
"Vedzes dabas taka"	"vedzes-dabas-taka"	"taka"	"parbaudits"	"56.95766"	"25.43373"	"Nesen uzlabota un mežonīga taka, pa ceļam gan upe ar piknika vietu, gan biezs mežs, gan purvs ar akaci. Patiks mežonīgākas dabas cienītājiem. Paņemiet labus apavus, jo laipu nav un var nākties brist pa slapjākām vietām."	"A recently renovated, quite wild path in a remote area. A small river, dense forest and even a swamp with a sinkhole can be observed on the way. People with interest in the wilder nature will enjoy this walk."		"2017-05-14"	"<img src=""https://dodies.lv/img/image/takas/vedzes-01.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-03.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-04.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-06.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-07.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-08.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-09.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-10.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-11.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-12.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-13.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-14.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-15.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-16.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-17.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-18.jpg"" alt=""Vedzes dabas taka""/>
<img src=""https://dodies.lv/img/image/takas/vedzes-19.jpg"" alt=""Vedzes dabas taka""/>"	"<p>Takas sākums ir tādas kā nekurienes vidū, kur ir tikai viena automa&scaron;īnas novieto&scaron;anas vieta. Takas sākumu pat viegli nepamanīt. Takai nav seguma, tāpēc noderēs labi apavi, jo vietām taka ir mitra un var kļūt dubļaina. Pēc aptuveni 600 metriem nonāksiet krustojumā, pa kreisi var doties uz piknika vietu, kurā atrodams galds un ugunskura vieta. No krustojuma, sekojot takai gar upi, kādu brīdi iesiet pa mežu, tad nonāksiet purvainā apvidū, kur iespējams apskatīt pat visai baisu akaci. &Scaron;eit mēdz būt slapj&scaron; (skat bildi) un var nākties izmērcēt kājas. Tālāk taka izved cauri iztirtumam, ieved atpakaļ mežā un tad izmet cilpu atpakaļ uz posmu, kur jau būsiet gāju&scaron;i. Tālāk sekojiet takai atpakaļ uz sākumu.&nbsp;</p>

<p>Kopumā visai interesanta taka pa platlapju mežu.&nbsp;</p>"	"<p>This path starts in a remote area. There is one place for parking, but not much else at the marked trailhead. The path is not covered, basically a narrow path in the forest ground. Follow the directional arrows or marker poles. Around 600m from the trailhead there is a fork with a separate path to a picnic area. The place is neat, in a river curve. There is a table and a firepit. If you continue the path, it will follow the riverbank and then fork to make a loop (you will return in the fork). Be aware that some portions of the trail can be wet and the ground can get muddy there, so good shoes are recommended. One part even leads through a swampy area (see photos). Another small path leads to the swamp sinhole, which can be an interesting (or even scary) sight. The path will then continue through a bit of cut down forest and will then circle back to the part where you have already been - follow the path back to the beginning now.&nbsp;</p>

<p>The total distance is just below 3KM.&nbsp;</p>"	"http://dodies.lv/img/image/takas/vedzes-05.jpg"	"http://dodies.lv/img/image/takas/vedzes-05-600x400.jpg"
"Vekšu taka"	"veksu-taka"	"taka"	"neparbaudits"	"57.69667"	"26.05285"	"Atrodas 2.1 km no Zīles un ir kā turpinājums Zīles dabas takai, tās garums 0.5 km, apmēram 45 minūšu gājienā ar kājām. Dabā iezīmēta taka ar informatīvajiem stendiem par augu daudzveidību sausās un kaļķainās pļavās, par simtgadīgiem ozoliem, kuros mīt lapu koku praulgrauži, par upju palieņu pļavām, par vecupēm un to veidošanos. Iespēja vērot vecupi un atjaunotas pļavas no 2 platformām."	"This trail is located 2.1km from Zīle settlement, as a continuation of the Zile nature trail. Information boards will teach you about the plants and insects of this area."	"0.5"						
"Velnkalna taka"	"velnkalna-taka"	"taka"	"parbaudits"	"57.67268"	"25.27013"	"Dabas taka, kas sākas pie Burtnieku skolas autobusa pieturas, aizved līdz Eiķenupes ielejai, Velnakalnam un spirdzinošajam Velnavotiņam. Taka tika izveidota 2006. gadā. Šobrīd sliktā stāvoklī, vietām tiltiņi iebrukuši. Pa ceļam ir avotiņš. Piknika galdiņiem piebraukt nevar, līdz takai gabaliņš ar kājām."	"An old and short trail, made back in 2006. The condition is not good right now. Many bridges and paths are grown into the forest. The trail is not near a road, you have to walk around 500m from the parking place until you can start looking for it (no sign either)."	"1"	"2015-06-08"	"<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-01.jpg"" width=""1012"" /><br />
<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-02.jpg"" width=""1012"" /><br />
<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-03.jpg"" width=""1012"" /><br />
<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-04.jpg"" width=""1012"" /><br />
<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-05.jpg"" width=""1012"" /><br />
<img alt=""Velnakalna dabas taka"" height=""670"" src=""/img/large/velnakalna-taka-06.jpg"" width=""1012"" />"	"<p>Velnakalna taka sākas pie Burtnieku skolas autobusa pieturas</p>

<p>Netālu no Burtniekiem, Krīķos, atrodas Velnakalna Dabas taka, kas sākas pie Burtnieku skolas autobusa pieturas, aizved līdz Eiķenupes ielejai, Velnakalnam un spirdzino&scaron;ajam Velnavotiņam. Taka tika izveidota 2006. gadā. &Scaron;obrīd sliktā stāvoklī, vietām tiltiņi iebruku&scaron;i. Pa ceļam ir avotiņ&scaron;. Piknika galdiņiem piebraukt nevar, līdz takai gabaliņ&scaron; ar kājām. Sliktā stāvokļa dēļ īsti ieteikt &scaron;o taku nevaram, taču atstājam lai redzams kas tur ir atrodams.</p>"		"http://dodies.lv/img/image/takas/velnakalna-taka.jpg"	"http://dodies.lv/img/image/takas/velnakalna-taka-600x397.jpg"
"Ventspils piekraste"	"ventspils-piekraste"	"pikniks"	"neparbaudits"	"57.356291"	"21.499209"	"Atpūtas vieta pie jūras"	"A picnic spot near the sea"							
"Ventspils piekraste"	"ventspils-piekraste-1"	"pikniks"	"neparbaudits"	"57.342096"	"21.47777"	"Atpūtas vieta pie jūras"	"A picnic spot near the sea"							
"Vesetas purva laipa"	"vesetas-purva-laipa"	"taka"	"parbaudits"	"56.6964547"	"25.8236047"	"Vesetas palienes purva teritorijā izveidota 1km gara taka, kuras lielākā daļa veidota no dēļu laipām. Takas galā ir piemiņas vieta 2. Pasaules Kara partizāniem, kuri darbojušies šajā teritorijā. Šajā teritorijā atrodama viena no lielākajām dzeltenās akmeņlauzītes populācijām Latvijā. Taka paveca, dēļi vietām zem ūdens, šķiet ļoti reti apmeklēta. Takas sākumu grūti atrast, jāseko kartē atliktajam punktam. Taka ir vienvirziena, kopumā gājiens tātad divi kilometri."	"Trail located in the area of the Veseta bottomland, mostly made from wooden planks, which barely save you from wet shoes. The trail is quite old and rarely visited, since there exists no sign. Follow our map and you will find this quite interesting place in the middle of nowhere."	"1"	"2016-05-08"	"<img alt="" height=""675"" src=""/img/large/vesetas-01.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-02.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-03.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-04.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-05.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-06.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-08.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-09.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-10.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-11.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-12.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-13.jpg"" width=""1012"" /><br />
<img alt="" height=""675"" src=""/img/large/vesetas-15.jpg"" width=""1012"" />"	"<p>Vesetas palienes purva teritorijā izveidota 1km gara taka, kuras lielākā daļa veidota no dēļu laipām. Takas galā ir piemiņas vieta 2. Pasaules Kara partizāniem, kuri darboju&scaron;ies &scaron;ajā teritorijā. &Scaron;ajā teritorijā atrodama viena no lielākajām dzeltenās akmeņlauzītes populācijām Latvijā. Taka paveca, dēļi vietām zem ūdens, &scaron;ķiet ļoti reti apmeklēta. Takas sākumu grūti atrast, jāseko kartē atliktajam punktam. Taka ir vienvirziena, kopumā gājiens tātad divi kilometri.</p>"		"http://dodies.lv/img/image/takas/vesetas.jpg"	"http://dodies.lv/img/image/takas/vesetas-600x400.jpg"
"Viesatas upesloku takas"	"viesatas-upesloku-takas"	"taka"	"parbaudits"	"56.8236003"	"22.9720596"	"Gleznainajos Viesatas upes krastos tiek piedāvāts izstaigāt dabas taku un sarīkot pikniku dabā. Izstaigājot dabas taku būs iespēja apskatīt upes stāvkrastus, 200 gadu vecu priedi, brūno avotiņu, cūku vannu, bebru māju, mežizstrādes laukumu, melnalkšņu audzi, dižbērzu, Spuņņakmeni un daudzus citus objektus. Takas garums vienā virzienā ir 5.1km."	"The Viesata river trail is probably our favorite trail in Latvia. There are several routes you can take, the trail has wonderful picnic places on the way, river views, cliffs, a huge stone and more."	"11"	"2014-03-21"	"<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""760"" src=""/img/large/viesatas-pikniks.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""759"" src=""/img/large/viesatas-upesloku-taka-01.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-02.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-03.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-04.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-05.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-06.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-07.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-08.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-09.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-10.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-11.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-12.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-13.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-14.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-15.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-16.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-17.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-18.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-19.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-20.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-21.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-22.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-23.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-24.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-25.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-26.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-27.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-28.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-29.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-30.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-31.jpg"" width=""1012"" /><br />
<img alt=""Viesatas upesloku takas foto, (c) dodies.lv"" height=""672"" src=""/img/large/viesatas-upesloku-taka-32.jpg"" width=""1012"" />"	"<p>Starp Jaunpili un Tukumu atrodas apdzīvota vieta Pētertāle. Nonākot tur, ceļa malā atradīsi norādi uz Viesatas upesloku dabas taku. Sekojot norādei, nonāksi pie tilta, kur arī atrodams dabas takas sākums un informatīvs stends. Taka ir aptuveni 11km gara, ja to iet pilnībā. Taku iespējams arī iet daļēji, jo paraleli iet arī īsāki atpakaļceļa mar&scaron;ruti.</p>

<p>Tā mūs patīkami pārsteidza ar savu dažādību. Mežs ir ļoti atmosfērisks un Viesatas upe ļoti skaista. Vienā takas posmā pat abās takas pusēs ir pa upei &mdash; nepiels posms pirms Viesatā ietek Prūsene.</p>

<p>&Scaron;o taku daļēji bijām gāju&scaron;i jau ziemā un tagad atgriežoties vasarā, bija ļoti patīkami redzēt, ka tā joprojām ir sakopta un labā stāvoklī. Ik pa laikam redzēsiet kvalitatīvus atpūtas solus, margas, tiltiņus un pēc aptuveni 1.5km gājiena arī pirmo atpūtas vietu ar galdu un ugunskura vietām. Tāda vieta ir arī pēc nākamajiem 2km un takas beigās. Atpūtas vietas ir labi sakoptas un ļoti skaistās vietās, noteikti iesakam paņemt līdzi ko ēdamu, jo piknika vietas ir aprīkotas ar ugunskura vietām un malkas grēdām.</p>

<p>Tāpat pa ceļam sasopami vienkār&scaron;i informatīvi stendi, par kritalām, stāvkrastiem.</p>

<p>Vēl pozitīvi novērtējām arī vienkār&scaron;o, taču loģisko un skaidro marķējuma veidu &mdash; trīs krāsu strīpas uz kokiem (sarkanais ir pamata mar&scaron;ruts, dzeltenais ir standarta atpakaļceļ&scaron;, zaļais ir ātrais atpakaļceļ&scaron; ja jūs draud noķert tumsas iestā&scaron;anās). &Scaron;āds marķējums tik ātri nepazudīs un to viegli pamanīt.</p>

<p>Vienīgais iesakam neņemt vērā uz kartes otrā takas galā iezīmēto autostāvvietas simbolu - reāli otram galam ar automa&scaron;īnu piebraukt nav iespējams, jo jā&scaron;ķērso aptuveni kilometrus pa dubļu lauku.</p>

<p>Kopumā taka mums ļoti patīk, un dodam tai &quot;Rekomendēts&quot; atzīmi, kas nozīmē, ka &scaron;ī taka ir ieteicama īpa&scaron;am visas dienas braucienam. Neaizmirstiet paņemt pretodu līdzekli, daudz ūdens un protams ēdienu priek&scaron; piknika vietām. Ja paredzētajā vietā iekursiet uguni un atpūtīsieties pie skaistās upes, arī 11km neliksies īpa&scaron;i daudz.</p>"	"<p>The trail has a few routes, but we recommend to take the red &nbsp;trail in the beginning, and one of the other trails for coming back, since the red one has the best views. There is no obvious parking spot, but leave your car on the road before the small bridge and follow our map.&nbsp;</p>

<p>The first picnic place is some 2km away, so bring all the necessities with you, running back to the car will be tiresome.&nbsp;</p>"	"http://dodies.lv/img/image/takas/viesatas-upesloku-taka.jpg"	"http://dodies.lv/img/image/takas/viesatas-upesloku-taka-600x398.jpg"
